doi,theory_id,theory,title,year,"Q1: Does the paper/theory suggest an aging biomarker (i.e. measurable entity reflecting the pace of aging or organism health state, associated with mortality or age-related conditions)?",Q2: Does the paper/theory suggest a molecular mechanism of aging?,Q3: Does the paper/theory suggest a longevity intervention to test?,Q4: Does the paper/theory claim that aging cannot be reversed? (Yes / No),Q5: Does the paper/theory suggest a biomarker that explains differences in maximum lifespan between species? (Yes / No),Q6: Does the paper/theory explain why the naked mole rat can live 40+ years despite its small size?,Q7: Does the paper/theory explain why birds live much longer than mammals on average?,Q8: Does the paper/theory explain why large animals live longer than small ones?,Q9: Does the paper/theory explain why calorie restriction increases the lifespan of vertebrates?
10.3390/md18070351,T0661,Antioxidant and Proteostasis Maintenance Theory,Astaxanthin as a Putative Geroprotector: Molecular Basis and Focus on Brain Aging.,2020,"Yes, but not shown",Yes,Yes,No,Yes,Yes,No,No,Yes
10.3390/medicina56110626,T0041,Waste Accumulation Theory,"Mini-Review on Lipofuscin and Aging: Focusing on The Molecular Interface, The Biological Recycling Mechanism, Oxidative Stress, and The Gut-Brain Axis Functionality.",2020,"Yes, but not shown",Yes,Yes,Yes,Yes,No,No,No,No
10.3390/medicina61081430,T0072,Physiological Dysregulation Theory,"Physiological Ageing of the Lumbar Intervertebral Disc Based on Magnetic Resonance Imaging, a Systematic Literature Review.",2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3390/medsci13030100,T1506,Thymic Involution-Centric Immunosenescence Theory,Immunosenescence and the Geriatric Giants: Molecular Insights into Aging and Healthspan.,2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/metabo11020083,T0391,Methionine Metabolism Theory,Sensing and Signaling of Methionine Metabolism.,2021,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/metabo11020105,T0023,Insulin/IGF-1 Signaling Pathway Theories,"Elevated Trehalose Levels in <i>C. elegans daf-2</i> Mutants Increase Stress Resistance, Not Lifespan.",2021,No,Yes,Yes,No,No,No,No,No,No
10.3390/metabo11090636,T0932,Prohibitin Mitochondrial Function Theory,The Mitochondrial Prohibitin (PHB) Complex in <i>C. elegans</i> Metabolism and Ageing Regulation.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/metabo12020125,T1945,SPARC-Mediated Aging Regulation Theory,Secreted Protein Acidic and Rich in Cysteine (<i>Sparc</i>) KO Leads to an Accelerated Ageing Phenotype Which Is Improved by Exercise Whereas SPARC Overexpression Mimics Exercise Effects in Mice.,2022,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/metabo14070355,T1567,Membrane and Extracellular Matrix Integrity Theory,The Cellular Stability Hypothesis: Evidence of Ferroptosis and Accelerated Aging-Associated Diseases as Newly Identified Nutritional Pentadecanoic Acid (C15:0) Deficiency Syndrome.,2024,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,No
10.3390/metabo5020232,T0540,mTOR Signaling Theory,Mathematical modelling of metabolic regulation in aging.,2015,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/molecules19010568,T0651,Autophagy Induction-Based Caloric Restriction Mimetics Theory,"Hormesis of glyceollin I, an induced phytoalexin from soybean, on budding yeast chronological lifespan extension.",2014,No,No,Yes,No,No,No,No,No,Yes
10.3390/molecules20023309,T0097,Advanced Glycation End Products (AGEs) Accumulation and Signaling Theory,Prevention of protein glycation by natural compounds.,2015,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/molecules20046544,T0805,Detoxification and Stress Resistance Theory,Longevity extension by phytochemicals.,2015,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/molecules21030373,T0545,Coenzyme Q Deficiency Theory,Coenzyme Q and Its Role in the Dietary Therapy against Aging.,2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/molecules22030356,T1275,IGF-1/Insulin Signaling and DNA Repair Programmed Aging Theories,Impact of Age and Insulin-Like Growth Factor-1 on DNA Damage Responses in UV-Irradiated Human Skin.,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/molecules23010191,T0185,Mitochondrial DNA Mutation and ROS Feedback Theory,"Mitochondria, Oxidative Stress and the Kynurenine System, with a Focus on Ageing and Neuroprotection.",2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/molecules23020509,T0001,Mitochondrial ROS-Induced Free Radical Theory,Mitochondria: Central Organelles for Melatonin's Antioxidant and Anti-Aging Actions.,2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/molecules23051219,T0178,Proteostasis Network Maintenance and Regulation Theory,Targeting Protein Quality Control Mechanisms by Natural Products to Promote Healthy Ageing.,2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/molecules25184343,T0039,Membrane Pacemaker Theory,The Lipidome Fingerprint of Longevity.,2020,"Yes, but not shown",Yes,Yes,No,Yes,Yes,Yes,No,Yes
10.3390/molecules25204649,T0508,General Molecular Damage Accumulation Theory,Mechanisms of Aging and the Preventive Effects of Resveratrol on Age-Related Diseases.,2020,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/molecules26154533,T0825,Nitric Oxide Signaling Theory,An Overview of NO Signaling Pathways in Aging.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/molecules26154666,T0469,Melatonin Theory,Role of Melatonin in Angiotensin and Aging.,2021,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.3390/molecules26237302,T1350,Adaptive Capacity Theory,The Reserve/Maximum Capacity of Melatonin's Synthetic Function for the Potential Dimorphism of Melatonin Production and Its Biological Significance in Mammals.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/molecules28073157,T0062,mTOR-Driven Hyperfunction and Geroconversion Theory,Targeting mTOR for Anti-Aging and Anti-Cancer Therapy.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/molecules29122738,T0009,Mitochondrial ROS-Induced Aging Theory,"Mitochondrial Dysfunction, Its Oxidative Stress-Induced Pathologies and Redox Bioregulation through Low-Dose Medical Ozone: A Systematic Review.",,"Yes, but not shown",Yes,Yes,Yes,No,No,No,No,No
10.3390/molecules30030740,T0496,Insulin/IGF-1 and mTOR Signaling Programmed Longevity Theory,Oleanolic Acid Slows Down Aging Through IGF-1 Affecting the PI3K/AKT/mTOR Signaling Pathway.,2025,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu10121821,T0784,Glucose Metabolism-Targeting Caloric Restriction Mimetics Theory,Calorie Restriction Mimetics: Upstream-Type Compounds for Modulating Glucose Metabolism.,2018,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu11061251,T0618,Epigenetic Regulation and Chromatin Remodeling Theory,Slowing Down Ageing: The Role of Nutrients and Microbiota in Modulation of the Epigenome.,2019,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu11092221,T0153,Mitochondrial ROS Signaling and Mitohormesis Theory,The Paradox of Coenzyme Q<sub>10</sub> in Aging.,2019,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu11122923,T1403,Autophagy Decline and Cellular Renewal Failure Theory,The Effects of Calorie Restriction on Autophagy: Role on Aging Intervention.,2019,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu11123068,T0252,GH/IGF-1 Signaling Reduction Theory,Mechanisms of Calorie Restriction: A Review of Genes Required for the Life-Extending and Tumor-Inhibiting Effects of Calorie Restriction.,2019,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu12020277,T0325,Developmental and Domain-Specific Epigenome Remodeling Theory,Aging and Caloric Restriction Modulate the DNA Methylation Profile of the Ribosomal RNA Locus in Human and Rat Liver.,2020,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu12020422,T1380,Senoinflammation: Chronic Inflammation and Metabolic Dysregulation,Anti-aging Effects of Calorie Restriction (CR) and CR Mimetics based on the Senoinflammation Concept.,2020,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu12020486,T0651,Autophagy Induction-Based Caloric Restriction Mimetics Theory,A Novel Micronutrient Blend Mimics Calorie Restriction Transcriptomics in Multiple Tissues of Mice and Increases Lifespan and Mobility in <i>C. elegans</i>.,2020,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu12041194,T0139,Caloric Restriction Theory of Aging,Mechanisms of Lifespan Regulation by Calorie Restriction and Intermittent Fasting in Model Organisms.,2020,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,Yes
10.3390/nu12071959,T0448,Inflammasome and Senescence-Associated Inflammaging Theory,Does Calorie Restriction Modulate Inflammaging via FoxO Transcription Factors?,2020,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu12103008,T0001,Mitochondrial ROS-Induced Free Radical Theory,Plant Fortification of the Diet for Anti-Ageing Effects: A Review.,2020,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu13041302,T0233,Calorie Restriction Hormesis and Metabolic Adaptation Theory,Effects of Calorie Restriction on Health Span and Insulin Resistance: Classic Calorie Restriction Diet vs. Ketosis-Inducing Diet.,2021,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu13072197,T0049,Metabolic Regulation and Nutrient Signaling Theory,Beneficial Effects of Exogenous Ketogenic Supplements on Aging Processes and Age-Related Neurodegenerative Diseases.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu13072346,T1215,Caloric Restriction and Metabolic Regulation Disposable Soma Theory,The Potential of Calorie Restriction and Calorie Restriction Mimetics in Delaying Aging: Focus on Experimental Models.,2021,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu13124550,T0032,SASP-Mediated Cellular Senescence Theory,"Microbiome and Human Aging: Probiotic and Prebiotic Potentials in Longevity, Skin Health and Cellular Senescence.",2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/nu14010101,T0241,NAD+ Metabolism and Sirtuin-Mediated Longevity Theory,Age-Dependent Decline of NAD<sup>+</sup>-Universal Truth or Confounded Consensus?,2021,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.3390/nu14051114,T1248,Glutathione Deficiency and Oxidative Stress Theory,"GlyNAC (Glycine and N-Acetylcysteine) Supplementation in Mice Increases Length of Life by Correcting Glutathione Deficiency, Oxidative Stress, Mitochondrial Dysfunction, Abnormalities in Mitophagy and Nutrient Sensing, and Genomic Damage.",2022,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/nu14235101,T0281,SIRT1 Epigenetic Regulation and Chromatin Remodeling Theory,Resveratrol and SIRT1: Antiaging Cornerstones for Oocytes?,2022,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu15051273,T0451,General Adaptive Stress Response Hormesis Theory,Effects of Parental Dietary Restriction on Offspring Fitness in <i>Drosophila melanogaster</i>.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu15081853,T1133,Brain-Body Integration and Regulation Theory,Sarcopenia and Cognitive Decline in Older Adults: Targeting the Muscle-Brain Axis.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/nu15132851,T0514,Mitochondrial Dysfunction and NAD+ Decline Theory,Effect of Exercise and Oral Niacinamide Mononucleotide on Improving Mitochondrial Autophagy in Alzheimer's Disease.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/nu15214607,T0274,mTOR Signaling Hyperfunction Theory,"Pentadecanoic Acid (C15:0), an Essential Fatty Acid, Shares Clinically Relevant Cell-Based Activities with Leading Longevity-Enhancing Compounds.",2023,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.3390/nu16020229,T0830,GH/IGF-1 and TOR-S6K Signaling Theory,Protein Restriction in Metabolic Health: Lessons from Rodent Models.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu16040496,T1365,Micronutrient Deficiency and Genomic Stability Theory,Magnesium and the Hallmarks of Aging.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu16060906,T0512,Deregulated Nutrient Sensing and Mitochondrial Dysfunction Hallmarks,Targeting the Hallmarks of Aging with Vitamin D: Starting to Decode the Myth.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu16070952,T0846,Epigenetic Regulation of Senescence and SASP Theory,Accelerated Aging Induced by an Unhealthy High-Fat Diet: Initial Evidence for the Role of Nrf2 Deficiency and Impaired Stress Resilience in Cellular Senescence.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/nu16172835,T0508,General Molecular Damage Accumulation Theory,Exploring the Geroprotective Potential of Nutraceuticals.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/nu16183111,T0269,Replicative Senescence and Telomerase Regulation Theory,"Searching for Beauty and Health: Aging in Women, Nutrition, and the Secret in Telomeres.",2024,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,No
10.3390/nu16193305,T0108,Genomic Instability and Telomere Attrition Hallmarks,Dietary Polyphenols as Anti-Aging Agents: Targeting the Hallmarks of Aging.,2024,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/nu16213621,T0137,p16INK4a/p53-Mediated Cellular Senescence Theory,Body Composition and Senescence: Impact of Polyphenols on Aging-Associated Events.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu16244424,T0106,Dietary Restriction Mechanisms,Dietary Restriction and Lipid Metabolism: Unveiling Pathways to Extended Healthspan.,2024,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,Yes,Yes
10.3390/nu17040722,T1370,Environmental and Lifestyle Impact Theory,"The Power of Environment: A Comprehensive Review of the Exposome's Role in Healthy Aging, Longevity, and Preventive Medicine-Lessons from Blue Zones and Cilento.",2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu17162709,T1332,Nuclear Hormone Receptor Signaling,NR4A1 Acts as a Nutrient Sensor That Inhibits the Effects of Aging.,2025,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu2121247,T0126,Advanced Glycation End Products (AGEs) Theory of Aging,Dietary advanced glycation end products and aging.,2010,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/nu3030274,T0064,Genetic Architecture of Longevity,Aging and longevity: why knowing the difference is important to nutrition research.,2011,No,Yes,No,Yes,No,No,No,No,No
10.3390/nu7042589,T1882,Inflammation-Driven Aging and Cancer Inflammaging Theory,Inflammaging and cancer: a challenge for the Mediterranean diet.,2015,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/ph15121528,T0001,Mitochondrial ROS-Induced Free Radical Theory,"Effects of Fisetin, a Plant-Derived Flavonoid, on Response to Oxidative Stress, Aging, and Age-Related Diseases in <i>Caenorhabditis elegans</i>.",2022,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/ph17111480,T0034,Gut Microbiota Dysbiosis Theory,Hydrogen Sulfide and Gut Microbiota: Their Synergistic Role in Modulating Sirtuin Activity and Potential Therapeutic Implications for Neurodegenerative Diseases.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3390/ph3010158,T1232,Mitochondrial ROS and Functional Decline Theory of Aging,Oxidative Stress Induced Mitochondrial Failure and Vascular Hypoperfusion as a Key Initiator for the Development of Alzheimer Disease.,2010,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/pharmaceutics13122009,T1579,Epigenetic and Transcriptional Regulation of Aging,Transcriptome-Wide Analysis of Human Liver Reveals Age-Related Differences in the Expression of Select Functional Gene Clusters and Evidence for a PPP1R10-Governed 'Aging Cascade'.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3390/plants11131741,T0925,Sirtuin Modulation by Natural Compounds and Metabolic Regulation Theory,Regulation of Gene Expression through Food-Curcumin as a Sirtuin Activity Modulator.,2022,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3390/plants8060174,T0001,Mitochondrial ROS-Induced Free Radical Theory,Reactive Oxygen Species as Potential Drivers of the Seed Aging Process.,2019,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3390/sym12040585,T0892,Oxidative Protein Damage and Aggregation Theory,"Chiral Interface of Amyloid Beta (Aβ): Relevance to Protein Aging, Aggregation and Neurodegeneration.",2020,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3390/v15010044,T0038,Autophagy Dysfunction Theory,Role of Autophagy in HIV-1 and Drug Abuse-Mediated Neuroinflammaging.,2022,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3402/pba.v2i0.17293,T0627,GH/IGF-1 Axis and Inflammation Modulation Theory,"Growth hormone, inflammation and aging.",2012,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3402/pba.v3i0.20833,T0776,GH/IGF-1 Axis Developmental and Signal Transduction Theory,Do Ames dwarf and calorie-restricted mice share common effects on age-related pathology?,2013,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3402/pba.v4.24835,T2029,Cellular Quality Control Decline Theory,The quality control theory of aging.,2014,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3402/pba.v5.30052,T0690,Stem Cell-Mediated Immortality and Modularity Theory in Simple Organisms,Planarians as a model of aging to study the interaction between stem cells and senescent cells in vivo.,2015,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3402/pba.v6.31793,T1846,mTOR-Histone-Autophagy Axis Hyperfunction Theory,Pharmaceutical inhibition of mTOR in the common marmoset: effect of rapamycin on regulators of proteostasis in a non-human primate.,2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.34067/KID.0000000000000316,T0137,p16INK4a/p53-Mediated Cellular Senescence Theory,Targeting Senescent Cells as Therapy for CKD.,2024,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3410/B2-45,T1111,Mitophagy and Organelle Quality Control Autophagy Theory,Autophagy of intracellular microbes and mitochondria: two sides of the same coin?,2010,No,Yes,No,No,No,No,No,No,No
10.34133/research.0440,T1003,Metal Ion Homeostasis Theory,A Novel Role for the Longevity-Associated Protein SLC39A11 as a Manganese Transporter.,2024,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.34133/research.0612,T0044,Circadian Disruption Theory,"The Common Hallmarks and Interconnected Pathways of Aging, Circadian Rhythms, and Cancer: Implications for Therapeutic Strategies.",2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.34133/research.0830,T0262,Senescence-Associated Secretory Phenotype (SASP) and Tissue Dysfunction,The Dual Nature of Cellular Senescence: From Aging Signature to Regenerative Catalyst.,2025,No,Yes,Yes,No,No,No,No,No,No
10.3724/SP.J.1263.2011.00159,T0415,Mitochondrial DNA Mutation Accumulation and Purging Theory,Mitochondria and the aging heart.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3724/sp.j.1005.2011.01153,T0017,Caloric Restriction Longevity Theory,[Genetic mechanisms of longevity responses to dietary restriction].,2011,Not available,Yes,Yes,No,No,No,No,No,Yes
10.3724/zdxbyxb-2024-0213,T0574,Immune Interaction and Senescence Theory,[Mechanism and significance of cell senescence induced by viral infection].,2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3727/000000003771000138,T0010,Telomere Shortening and Replicative Senescence Theory,In vitro expansion of human hepatocytes is restricted by telomere-dependent replicative aging.,2003,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.3746/pnf.2017.22.2.81,T0372,Chromatin Remodeling and Histone Modification Epigenetic Aging Theory,Epigenetics: Linking Nutrition to Molecular Mechanisms in Aging.,2017,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3748/wjg.v11.i13.1891,T0008,Insulin/IGF-1 Signaling Pathway Theory of Aging,Role of insulin/insulin-like growth factor 1 signaling pathway in longevity.,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3758/s13423-017-1384-7,T0102,Inhibition Deficit Hypothesis,Inhibition in aging: What is preserved? What declines? A meta-analysis.,2018,No,No,No,No,No,No,No,No,No
10.3760/cma.j.cn112147-20230902-00128,T0131,Immunosenescence and Inflammaging Theory,[Research advances in immunosenescence and inflammation in lung diseases].,2024,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3760/cma.j.cn112338-20220715-00632,T0442,DNA Damage-Driven Cellular Senescence Theories,[Research progress on the epidemiological distribution and influencing factors of autosomal mosaic chromosomal alteration].,2022,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3791/3266,T0308,mtDNA Mutation-Driven Mitochondrial Decline Theory,Visualization of mitochondrial respiratory function using cytochrome c oxidase/succinate dehydrogenase (COX/SDH) double-labeling histochemistry.,2011,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3791/50550,T0940,Sociality Longevity Theory,"Obtaining specimens with slowed, accelerated and reversed aging in the honey bee model.",2013,"Yes, but not shown",Yes,Yes,No,No,Yes,No,No,No
10.3791/52599,T1068,Telomere Dysfunction and Telomerase Regulation in Aging and Cancer Theory,Utilizing murine inducible telomerase alleles in the studies of tissue degeneration/regeneration and cancer.,2015,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3791/56292,T0626,Neuroendocrine Adaptation and Caloric Restriction Theory,Quantification of Information Encoded by Gene Expression Levels During Lifespan Modulation Under Broad-range Dietary Restriction in C. elegans.,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3881/j.issn.1000-503X.2014.06.024,T0056,p66Shc Oxidative Stress Theory,Role of p66Shc gene in human longevity.,2014,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3892/br.2025.1974,T0617,Chromatin Repression Loss and Heterochromatin Aging Theory,Age reprogramming: Innovations and ethical considerations for prolonged longevity (Review).,2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3892/etm.2017.4618,T0540,mTOR Signaling Theory,Role of mammalian target of rapamycin signaling in autophagy and the neurodegenerative process using a senescence accelerated mouse-prone 8 model.,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3892/etm.2018.6597,T0243,Klotho Insulin/IGF-1 Signaling Suppression Theory,Aerobic exercise-stimulated Klotho upregulation extends life span by attenuating the excess production of reactive oxygen species in the brain and kidney.,2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3892/ijmm.2013.1592,T1802,Telomere-p53-Mitochondrion Axis of Aging Theory,A cascade leading to premature aging phenotypes including abnormal tumor profiles in Werner syndrome (review).,2014,No,Yes,No,No,No,No,No,No,No
10.3892/ijmm.2020.4705,T0229,Senescent Cell Accumulation and SASP Aging Theory,Targeting senescent cells and tumor therapy (Review).,2020,"Yes, but not shown",Yes,Yes,Yes,No,No,No,No,No
10.3892/ijmm.2025.5559,T0059,Mitochondrial DNA Mutation-Driven Aging Theory,Understanding the impact of mitochondrial DNA mutations on aging and carcinogenesis (Review).,2025,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3892/ijmm.8.6.607,T0111,Telomere Theory,Human bone marrow transplant rejection is associated with telomere cleavage.,2001,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3892/ijo.17.5.981,T0211,Telomere Shortening-Driven Aging and Senescence Theory,Telomere length maintenance in aging and carcinogenesis.,2000,"Yes, but not shown",Yes,Yes,No,No,No,No,Yes,No
10.3892/mmr.2018.9590,T0591,Caloric Restriction and Dietary Restriction Longevity Theory,Selenocysteine mimics the effect of dietary restriction on lifespan via SKN‑1 and retards age‑associated pathophysiological changes in Caenorhabditis elegans.,2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.3892/mmr.2020.11274,T0111,Telomere Theory,,,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,Yes
10.3892/or.5.5.1043,T1482,Telomerase Regulation and Replicative Senescence Theory,The implication of telomerase activity and telomere stability for replicative aging and cellular immortality (Review).,1998,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3897/folmed.64.e68268,T0068,Mitochondrial ROS and Oxidative Damage Theory,"Alzheimer's disease: the hypotheses, known and unknown connections between UV-radiation, mtDNA haplotypes and life span - a review.",2022,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3904/kjim.2011.26.2.113,T0279,Klotho-Phosphate Metabolism and FGF23 Endocrine Axis Aging Theory,Klotho and the aging process.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3906/sag-2005-356,T0001,Mitochondrial ROS-Induced Free Radical Theory,"Melatonin, aging, and COVID-19: Could melatonin be beneficial for COVID-19 treatment in  the elderly?",2020,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3928/0098-9134-19950601-07,T2088,Non-Equilibrium Thermodynamics Theory,Non-equilibrium systems theory: some applications for gerontological nursing practice.,1995,No,No,No,Not available,No,No,No,No,No
10.3928/0098-9134-19970601-11,T0343,Continuity Theory,Expanding the scope of continuity theory. Application to gerontological nursing.,1997,No,No,No,No,No,No,No,No,No
10.3928/02793695-20110208-01,T0972,Erikson's Psychosocial Development Theory,Successful aging: choosing wisdom over despair.,2011,No,No,No,No,No,No,No,No,No
10.3928/02793695-20120508-03,T0216,Life Experience and Neural Compensation Cognitive Reserve Theory,Neuropsychology and cognitive health in healthy older adults: a brief overview for psychiatric nurses.,2012,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.3928/19404921-20130508-01,T0350,Psychosocial and Experiential Aging Theory,The role of self-transcendence: a missing variable in the pursuit of successful aging?,2013,No,No,Yes,No,No,No,No,No,No
10.3934/mbe.2017028,T0021,Phenoptosis Theory,Altruistic aging: The evolutionary dynamics balancing longevity and evolvability.,2017,No,No,No,No,No,No,No,No,No
10.3934/mbe.2020180,T0014,Grandmother Hypothesis,A mathematical model for the effects of grandmothering on human longevity.,2020,No,No,No,No,No,No,No,No,No
10.3934/mbe.2023870,T0840,Biological Age and Aging Biomarker Dynamics,Population dynamics model for aging.,2023,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.3934/microbiol.2017.1.1,T0210,General Oxidative Damage Accumulation Free Radical Theory,Beneficial effects of antioxidative lactic acid bacteria.,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3945/ajcn.110.003483,T1065,Glutathione Deficiency and Antioxidant Imbalance Theory,Deficient synthesis of glutathione underlies oxidative stress in aging and can be corrected by dietary cysteine and glycine supplementation.,2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3945/ajcn.111.024521,T0140,Dietary and Calorie Restriction Signaling Theory,Energy intake and leukocyte telomere length in young adults.,2012,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.3945/ajcn.2009.27930,T0657,Nutrient Availability and Prioritization Theory,"Vitamin K, an example of triage theory: is micronutrient inadequacy linked to diseases of aging?",2009,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.3945/an.113.004317,T0425,Calorie Restriction Metabolic Remodeling and TOR Pathway Theory,Update on human calorie restriction research.,2013,"Yes, but not shown",No,Yes,No,Yes,No,No,No,Yes
10.3945/jn.116.235119,T0511,Nuclear DNA Damage and Telomere-Associated Accumulated Damage Theory,"Nutrigenomics at the Interface of Aging, Lifespan, and Cancer Prevention.",2016,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
